date,total_trips,percentage_within_15min,percentage_15_to_30min,percentage_above30min,percentage_Customer,percentage_Subscriber,percentage_Female,percentage_Male
2020-08-17,62504,0.565675796749008,0.29026942275694356,0.14405478049404838,0.16538141558940228,0.8346185844105978,0.33257071547420963,0.6674292845257903
2020-08-18,71656,0.5447834096237579,0.3033381712626996,0.15187841911354247,0.1715278553086971,0.8284721446913029,0.3390365077592944,0.6609634922407056
2020-08-19,63100,0.5693660855784469,0.28759112519809826,0.14304278922345484,0.15426307448494453,0.8457369255150554,0.3301109350237718,0.6698890649762281
2020-08-20,69673,0.5437400427712313,0.2999009659408953,0.15635899128787334,0.17267808189686104,0.8273219181031389,0.34245690583152727,0.6575430941684728
2020-08-21,73587,0.5415630478209467,0.30437441395898734,0.15406253822006605,0.18458423362822238,0.8154157663717776,0.34519684183347604,0.6548031581665239
2020-08-22,72629,0.4820250863979953,0.3234382959974666,0.19453661760453814,0.25046469041292047,0.7495353095870796,0.36554268955926694,0.6344573104407331
2020-08-23,68789,0.4852083908764483,0.31827763159807526,0.19651397752547645,0.23878817834246754,0.7612118216575324,0.36735524575150097,0.632644754248499
2020-08-24,63032,0.571360578753649,0.2856326945043787,0.14300672674197235,0.1567457799213098,0.8432542200786902,0.33457608833608327,0.6654239116639167
2020-08-25,63804,0.5848536141934675,0.28553068773117674,0.12961569807535578,0.14856435333207949,0.8514356466679205,0.32592000501535956,0.6740799949846404
2020-08-26,77787,0.555761245452325,0.2953192692866417,0.14891948526103332,0.15991103911964724,0.8400889608803528,0.3418308971936185,0.6581691028063815
2020-08-27,61781,0.5879639371327754,0.2846020621226591,0.12743400074456548,0.14701931014389538,0.8529806898561046,0.3247924119065732,0.6752075880934267
2020-08-28,68597,0.5733632666151581,0.2906978439290348,0.1359388894558071,0.16932227356881496,0.830677726431185,0.32972287417817103,0.670277125821829
2020-08-29,60694,0.5367581639041751,0.30055689194978086,0.1626849441460441,0.20474841005700728,0.7952515899429927,0.34186245757406003,0.6581375424259399
2020-08-30,77212,0.45922913536755944,0.32840750142464903,0.21236336320779153,0.24343366316116666,0.7565663368388333,0.36745583588043307,0.6325441641195669
2020-08-31,67135,0.5698368958069562,0.28993818425560436,0.1402249199374395,0.15083041632531466,0.8491695836746853,0.33154092500186194,0.6684590749981381
2020-09-01,68036,0.572079487330237,0.28952319360338646,0.13839731906637662,0.15021459227467812,0.8497854077253219,0.33360279851843144,0.6663972014815686
2020-09-02,62255,0.5942976467753595,0.2764918480443338,0.1292105051803068,0.14251064171552486,0.8574893582844751,0.3238776001927556,0.6761223998072444
2020-09-03,63567,0.5956707096449415,0.2799408498120094,0.12438844054304907,0.14496515487595765,0.8550348451240424,0.33260968741642677,0.6673903125835732
2020-09-04,74246,0.547383024001293,0.3015111925221561,0.15110578347655093,0.1810737278775961,0.8189262721224039,0.3455539692374,0.6544460307626
2020-09-05,75199,0.46912857883748454,0.32956555273341404,0.20130586842910145,0.2638598917538797,0.7361401082461203,0.37469913163738877,0.6253008683626112
2020-09-06,68984,0.45685956163748115,0.3315696393366578,0.21157079902586107,0.29113997448683754,0.7088600255131625,0.3744781398585179,0.625521860141482
2020-09-07,71227,0.4764485377735971,0.32041220323753633,0.2031392589888666,0.26379041655551966,0.7362095834444803,0.3688910104314375,0.6311089895685624
2020-09-08,70830,0.5724269377382465,0.2905972045743329,0.13697585768742057,0.1557955668502047,0.8442044331497953,0.3329803755470846,0.6670196244529154
2020-09-09,75433,0.5826495035329365,0.2891042381981361,0.12824625826892738,0.14456537589649093,0.8554346241035091,0.33587421950605173,0.6641257804939482
2020-09-10,47621,0.6385208206463535,0.258814388610067,0.10266479074357951,0.13095063102412802,0.869049368975872,0.3085613489846916,0.6914386510153083
2020-09-11,83576,0.5551474107399254,0.30174930602086725,0.14310328323920743,0.17417679716665072,0.8258232028333493,0.33805159375897387,0.6619484062410261
2020-09-12,85966,0.48169043575367004,0.3237791685084801,0.19453039573784986,0.2478305376544215,0.7521694623455785,0.3682153409487472,0.6317846590512528
2020-09-13,72158,0.5030072895590233,0.31618115801435737,0.18081155242661937,0.22755619612516978,0.7724438038748302,0.36348014080212865,0.6365198591978714
2020-09-14,71122,0.5907454795984365,0.28258485419420154,0.126669666207362,0.14967239391468182,0.8503276060853182,0.33161328421585445,0.6683867157841455
2020-09-15,75769,0.5963652681175678,0.28406076363684357,0.11957396824558857,0.1491243120537423,0.8508756879462577,0.3324446673441645,0.6675553326558354
2020-09-16,77687,0.5926216741539768,0.28729388443368903,0.12008444141233411,0.14289392047575528,0.8571060795242448,0.3288967266080554,0.6711032733919446
2020-09-17,78165,0.5943580886586068,0.2893878334292842,0.116254077912109,0.1489157551333717,0.8510842448666283,0.3284078551781488,0.6715921448218511
2020-09-18,78696,0.5892421469960354,0.28658381620412726,0.12417403679983735,0.16618379587272541,0.8338162041272745,0.3332952119548643,0.6667047880451358
2020-09-19,76389,0.49254473811674454,0.3221929859011114,0.18526227598214404,0.24930291010485803,0.750697089895142,0.3664009215986595,0.6335990784013406
2020-09-20,66006,0.5053479986667879,0.31875890070599644,0.17589310062721572,0.2319031603187589,0.7680968396812411,0.36478501954367787,0.6352149804563221
2020-09-21,64919,0.6018576995948798,0.28041097367488715,0.11773132673023307,0.14416426623946765,0.8558357337605323,0.3233259908501363,0.6766740091498638
2020-09-22,74589,0.5963748005738112,0.2871737119414391,0.11645148748474976,0.14691174301840754,0.8530882569815924,0.3302899891404899,0.6697100108595101
2020-09-23,80965,0.5801025134317298,0.29496696103254494,0.12493052553572531,0.15370839251528437,0.8462916074847157,0.3338726610263694,0.6661273389736306
2020-09-24,77631,0.5876776030194123,0.2940320232896652,0.11829037369092243,0.15209130373175664,0.8479086962682434,0.33216112120158187,0.6678388787984182
2020-09-25,82380,0.57011410536538,0.2970138383102695,0.13287205632435056,0.17592862345229424,0.8240713765477058,0.3345593590677349,0.6654406409322651
2020-09-26,83944,0.4985347374440103,0.3223101115029067,0.179155151053083,0.25826741637281997,0.74173258362718,0.3622176689221386,0.6377823310778614
2020-09-27,74300,0.5197846567967699,0.30855989232839837,0.17165545087483175,0.24113055181695828,0.7588694481830417,0.3664199192462988,0.6335800807537012
2020-09-28,69523,0.5962055722566633,0.27681486702242425,0.12697956072091252,0.15702717086431828,0.8429728291356817,0.3299195949541878,0.6700804050458122
2020-09-29,54501,0.6497495458798921,0.25799526614190565,0.09225518797820223,0.11898864241023101,0.881011357589769,0.3104897157850315,0.6895102842149685
2020-09-30,76808,0.6063300697843974,0.2792417456514946,0.1144281845641079,0.14580512446620145,0.8541948755337986,0.3250052077908551,0.6749947922091448
